10-1075,P35498-P14867,1BYY-5OSA,DB00273,Identity:36/1589(2.3%),N/A,N/A,N/A,N/A,N/A,N/A
722-765,P08172-P20309,4MQS-4U15,DB00332,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
722-829,P08172-P11229,4MQS-5CXV,DB00332,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
725-768,P08172-P20309,4MQS-4U15,DB01062,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
726-834,P08172-P11229,4MQS-5CXV,DB00383,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
727-770,P08172-P20309,4MQS-4U15,DB01085,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
729-728,P08172-P08173,4MQS-4MQS,DB00387,N/A,N/A,N/A,N/A,N/A,N/A,N/A
729-771,P08172-P20309,4MQS-4U15,DB00387,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
729-836,P08172-P11229,4MQS-5CXV,DB00387,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
73-74,P12268-P20839,1JR1-1JR1,DB01024,N/A,N/A,N/A,N/A,N/A,N/A,N/A
730-731,P08173-P08172,4MQS-4MQS,DB01036,N/A,N/A,N/A,N/A,N/A,N/A,N/A
730-773,P08173-P08912,4MQS-4U15,DB01036,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
730-838,P08173-P11229,4MQS-5CXV,DB01036,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
731-772,P08172-P20309,4MQS-4U15,DB01036,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
731-773,P08172-P08912,4MQS-4U15,DB01036,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
731-838,P08172-P11229,4MQS-5CXV,DB01036,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
733-687,P08172-P41595,4MQS-4IB4,DB00508,Identity:89/508(17.5%),N/A,N/A,N/A,N/A,N/A,N/A
733-840,P08172-P11229,4MQS-5CXV,DB00508,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
735-841,P02818-P21281,4MZZ-5D80,DB05260,N/A,N/A,N/A,N/A,N/A,N/A,N/A
736-1119,Q8NET8-Q7Z2W7,4N5Q-6BPQ,DB00825,N/A,N/A,N/A,N/A,N/A,N/A,N/A
738-442,Q07806-P08506,4OON-3ITA,DB01329,Identity:132/1440(9.2%),N/A,N/A,N/A,N/A,N/A,N/A
739-520,Q07806-P02919,4OON-3VMA,DB00430,Identity:150/784(19.1%),N/A,N/A,N/A,N/A,N/A,N/A
740-92,P23219-P23219,4OTY-1Q4G,DB01283,N/A,N/A,N/A,N/A,N/A,N/A,N/A
741-740,P35354-P23219,4OTY-4OTY,DB01283,N/A,N/A,N/A,N/A,N/A,N/A,N/A
741-869,P35354-P35354,4OTY-5F19,DB01283,N/A,N/A,N/A,N/A,N/A,N/A,N/A
743-22,P35354-P23219,4PH9-1EQG,DB01050,N/A,0.3,3.09,2.45E-21,N/A,N/A,N/A
743-89,P35354-P23219,4PH9-1Q4G,DB01050,N/A,N/A,N/A,N/A,N/A,N/A,N/A
744-9,P46098-Q9Y5Y9,4PIR-1BYY,DB00721,Identity:15/2676(0.6%),N/A,N/A,N/A,N/A,N/A,N/A
745-62,P46098-P08908,4PIR-1HLL,DB09068,Identity:7/2535(0.3%),N/A,N/A,N/A,N/A,N/A,N/A
745-937,P46098-P31645,4PIR-5I6X,DB09068,Identity:254/2667(9.5%),N/A,N/A,N/A,N/A,N/A,N/A
746-340,P28482-P24385,4QTA-2W96,DB01169,Identity:104/588(17.7%),N/A,N/A,N/A,N/A,N/A,N/A
746-747,P28482-P27361,4QTA-4QTB,DB01169,Identity:292/700(41.7%),N/A,N/A,N/A,N/A,N/A,N/A
747-340,P27361-P24385,4QTB-2W96,DB01169,Identity:148/751(19.7%),N/A,N/A,N/A,N/A,N/A,N/A
747-489,P27361-Q16881,4QTB-3QFA,DB01169,N/A,N/A,N/A,N/A,N/A,N/A,N/A
748-1102,O43614-O43614,4S0V-5WQC,DB09034,N/A,N/A,N/A,N/A,N/A,N/A,N/A
748-785,O43614-O43613,4S0V-4ZJ8,DB09034,Identity:421/505(83.4%),0.4,3.47,9.58E-40,0.82282,-199.375,0.833
748-786,O43614-O43613,4S0V-4ZJ8,DB09034,Identity:421/505(83.4%),0.4,3.47,9.58E-40,0.82282,-199.375,0.833
749-506,O95069-Q14500,4TWK-3SPC,DB00204,Identity:34/722(4.7%),N/A,N/A,N/A,N/A,N/A,N/A
75-262,P05120-Q03405,1JRR-2FD6,DB00013,Identity:71/884(8.0%),N/A,N/A,N/A,N/A,N/A,N/A
750-704,P20309-P08173,4U15-4MQS,DB08897,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
750-705,P20309-P08172,4U15-4MQS,DB08897,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
750-751,P20309-P08912,4U15-4U15,DB08897,N/A,N/A,N/A,N/A,N/A,N/A,N/A
751-705,P08912-P08172,4U15-4MQS,DB08897,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
752-816,P20309-P11229,4U15-5CXV,DB00517,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
753-708,P20309-P08172,4U15-4MQS,DB00572,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
754-753,P08912-P20309,4U15-4U15,DB00572,N/A,N/A,N/A,N/A,N/A,N/A,N/A
755-710,P20309-P08172,4U15-4MQS,DB00767,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
755-756,P20309-P08912,4U15-4U15,DB00767,N/A,N/A,N/A,N/A,N/A,N/A,N/A
756-492,P08912-P35367,4U15-3RZE,DB00767,Identity:219/831(26.4%),N/A,N/A,N/A,N/A,N/A,N/A
756-709,P08912-P08173,4U15-4MQS,DB00767,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
757-821,P20309-P11229,4U15-5CXV,DB00185,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
758-712,P20309-P08173,4U15-4MQS,DB00785,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
758-759,P20309-P08912,4U15-4U15,DB00785,N/A,N/A,N/A,N/A,N/A,N/A,N/A
758-822,P20309-P11229,4U15-5CXV,DB00785,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
759-712,P08912-P08173,4U15-4MQS,DB00785,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
76-1028,P23416-P14867,1MOT-5OSA,DB00898,N/A,N/A,N/A,N/A,N/A,N/A,N/A
76-312,P23416-Q8TCU5,1MOT-2RC8,DB00898,N/A,N/A,N/A,N/A,N/A,N/A,N/A
760-715,P20309-P08172,4U15-4MQS,DB01231,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
760-823,P20309-P11229,4U15-5CXV,DB01231,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
761-41,P20309-P08908,4U15-1HLL,DB01142,Identity:15/783(1.9%),N/A,N/A,N/A,N/A,N/A,N/A
761-683,P20309-P41595,4U15-4IB4,DB01142,Identity:112/811(13.8%),N/A,N/A,N/A,N/A,N/A,N/A
761-717,P20309-P08172,4U15-4MQS,DB01142,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
761-762,P20309-P08912,4U15-4U15,DB01142,N/A,N/A,N/A,N/A,N/A,N/A,N/A
762-499,P08912-P35367,4U15-3RZE,DB01142,Identity:219/831(26.4%),N/A,N/A,N/A,N/A,N/A,N/A
762-683,P08912-P41595,4U15-4IB4,DB01142,Identity:112/811(13.8%),N/A,N/A,N/A,N/A,N/A,N/A
762-717,P08912-P08172,4U15-4MQS,DB01142,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
762-824,P08912-P11229,4U15-5CXV,DB01142,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
763-720,P20309-P08172,4U15-4MQS,DB00725,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
764-763,P08912-P20309,4U15-4U15,DB00725,N/A,N/A,N/A,N/A,N/A,N/A,N/A
764-827,P08912-P11229,4U15-5CXV,DB00725,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
767-724,P08912-P08173,4U15-4MQS,DB00340,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
769-726,P20309-P08172,4U15-4MQS,DB00383,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
769-834,P20309-P11229,4U15-5CXV,DB00383,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
77-6,P23763-Q8N9I0,1N7S-1BYN,DB00042,Identity:64/2591(2.5%),N/A,N/A,N/A,N/A,N/A,N/A
771-728,P20309-P08173,4U15-4MQS,DB00387,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
772-730,P20309-P08173,4U15-4MQS,DB01036,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
772-773,P20309-P08912,4U15-4U15,DB01036,N/A,N/A,N/A,N/A,N/A,N/A,N/A
772-838,P20309-P11229,4U15-5CXV,DB01036,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
773-838,P08912-P11229,4U15-5CXV,DB01036,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
774-732,P20309-P08172,4U15-4MQS,DB00505,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
775-734,P20309-P08172,4U15-4MQS,DB09076,Identity:194/905(21.4%),N/A,N/A,N/A,N/A,N/A,N/A
777-776,P87066-P10875,4U3J-4U3J,DB00400,N/A,N/A,N/A,N/A,N/A,N/A,N/A
778-946,Q16850-P50859,4UHI-5JLC,DB01167,Identity:178/1832(9.7%),N/A,N/A,N/A,N/A,N/A,N/A
779-806,Q9GZZ6-P35372,4UXU-5C1M,DB00333,Identity:17/759(2.2%),N/A,N/A,N/A,N/A,N/A,N/A
780-268,Q9GZZ6-P30926,4UXU-2K58,DB01090,Identity:2/1117(0.2%),N/A,N/A,N/A,N/A,N/A,N/A
780-269,Q9GZZ6-P32297,4UXU-2K58,DB01090,Identity:2/1117(0.2%),N/A,N/A,N/A,N/A,N/A,N/A
784-446,P72524-Q59961,4Z2C-3K9F,DB01044,Identity:610/1624(37.6%),N/A,N/A,N/A,N/A,N/A,N/A
786-1102,O43613-O43614,4ZJ8-5WQC,DB09034,Identity:434/507(85.6%),N/A,N/A,N/A,N/A,N/A,N/A
786-785,O43613-O43613,4ZJ8-4ZJ8,DB09034,N/A,N/A,N/A,N/A,N/A,N/A,N/A
787-491,Q92637-P12318,4ZNE-3RY4,DB00028,N/A,N/A,N/A,N/A,N/A,N/A,N/A
788-411,P30556-P37231,4ZUD-3DZY,DB00966,Identity:66/812(8.1%),N/A,N/A,N/A,N/A,N/A,N/A
790-623,P35372-P41145,5C1M-4DJH,DB01571,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
791-624,P35372-P41145,5C1M-4DJH,DB01439,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
791-644,P35372-P41143,5C1M-4EJ4,DB01439,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
793-626,P35372-P41145,5C1M-4DJH,DB00611,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
795-647,P35372-P41143,5C1M-4EJ4,DB00318,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
796-628,P35372-P41145,5C1M-4DJH,DB00647,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
797-629,P35372-P41145,5C1M-4DJH,DB01209,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
798-649,P35372-P41143,5C1M-4EJ4,DB01548,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
8-271,Q9Y5Y9-Q15858,1BYY-2KAV,DB00281,Identity:9/1771(0.5%),N/A,N/A,N/A,N/A,N/A,N/A
802-653,P35372-P41143,5C1M-4EJ4,DB00956,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
803-632,P35372-P41145,5C1M-4DJH,DB00327,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
803-654,P35372-P41143,5C1M-4EJ4,DB00327,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
804-655,P35372-P41143,5C1M-4EJ4,DB06738,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
805-634,P35372-P41145,5C1M-4DJH,DB00836,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
805-656,P35372-P41143,5C1M-4EJ4,DB00836,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
806-316,P35372-Q8TCU5,5C1M-2RC8,DB00333,N/A,N/A,N/A,N/A,N/A,N/A,N/A
806-657,P35372-P41143,5C1M-4EJ4,DB00333,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
807-635,P35372-P41145,5C1M-4DJH,DB00295,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
807-658,P35372-P41143,5C1M-4EJ4,DB00295,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
808-636,P35372-P41145,5C1M-4DJH,DB00844,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
808-659,P35372-P41143,5C1M-4EJ4,DB00844,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
809-660,P35372-P41143,5C1M-4EJ4,DB01183,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
81-80,P12236-P12235,1OKC-1OKC,DB00720,N/A,N/A,N/A,N/A,N/A,N/A,N/A
810-638,P35372-P41145,5C1M-4DJH,DB00704,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
810-661,P35372-P41143,5C1M-4EJ4,DB00704,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
811-639,P35372-P41145,5C1M-4DJH,DB00497,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
812-640,P35372-P41145,5C1M-4DJH,DB00652,Identity:222/942(23.6%),N/A,N/A,N/A,N/A,N/A,N/A
813-663,P35372-P41143,5C1M-4EJ4,DB09396,Identity:199/568(35.0%),N/A,N/A,N/A,N/A,N/A,N/A
814-935,P35372-P31645,5C1M-5I6X,DB00193,Identity:131/1009(13.0%),N/A,N/A,N/A,N/A,N/A,N/A
815-705,P11229-P08172,5CXV-4MQS,DB08897,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
815-750,P11229-P20309,5CXV-4U15,DB08897,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
815-751,P11229-P08912,5CXV-4U15,DB08897,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
817-707,P11229-P08173,5CXV-4MQS,DB00572,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
817-753,P11229-P20309,5CXV-4U15,DB00572,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
817-754,P11229-P08912,5CXV-4U15,DB00572,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
818-492,P11229-P35367,5CXV-3RZE,DB00767,Identity:268/452(59.3%),N/A,N/A,N/A,N/A,N/A,N/A
818-709,P11229-P08173,5CXV-4MQS,DB00767,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
818-755,P11229-P20309,5CXV-4U15,DB00767,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
818-756,P11229-P08912,5CXV-4U15,DB00767,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
819-493,P11229-P35367,5CXV-3RZE,DB00354,Identity:268/452(59.3%),N/A,N/A,N/A,N/A,N/A,N/A
82-80,P05141-P12235,1OKC-1OKC,DB00720,N/A,N/A,N/A,N/A,N/A,N/A,N/A
82-81,P05141-P12236,1OKC-1OKC,DB00720,N/A,N/A,N/A,N/A,N/A,N/A,N/A
822-712,P11229-P08173,5CXV-4MQS,DB00785,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
822-713,P11229-P08172,5CXV-4MQS,DB00785,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
822-759,P11229-P08912,5CXV-4U15,DB00785,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
823-715,P11229-P08172,5CXV-4MQS,DB01231,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
824-41,P11229-P08908,5CXV-1HLL,DB01142,Identity:16/451(3.5%),N/A,N/A,N/A,N/A,N/A,N/A
824-499,P11229-P35367,5CXV-3RZE,DB01142,Identity:268/452(59.3%),N/A,N/A,N/A,N/A,N/A,N/A
824-717,P11229-P08172,5CXV-4MQS,DB01142,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
824-761,P11229-P20309,5CXV-4U15,DB01142,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
826-718,P11229-P08172,5CXV-4MQS,DB01148,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
827-720,P11229-P08172,5CXV-4MQS,DB00725,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
827-763,P11229-P20309,5CXV-4U15,DB00725,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
829-765,P11229-P20309,5CXV-4U15,DB00332,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
83-513,P35354-P09917,1PXX-3V98,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
83-7,P35354-P35499,1PXX-1BYY,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
83-87,P35354-P23219,1PXX-1Q4G,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
83-943,P35354-O43525,1PXX-5J03,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
830-766,P11229-P20309,5CXV-4U15,DB04843,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
831-723,P11229-P08172,5CXV-4MQS,DB00462,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
832-724,P11229-P08173,5CXV-4MQS,DB00340,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
832-767,P11229-P08912,5CXV-4U15,DB00340,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
833-725,P11229-P08172,5CXV-4MQS,DB01062,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
833-768,P11229-P20309,5CXV-4U15,DB01062,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
835-727,P11229-P08172,5CXV-4MQS,DB01085,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
835-770,P11229-P20309,5CXV-4U15,DB01085,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
836-728,P11229-P08173,5CXV-4MQS,DB00387,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
836-771,P11229-P20309,5CXV-4U15,DB00387,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
837-781,P11229-Q9GZZ6,5CXV-4UXU,DB00202,N/A,N/A,N/A,N/A,N/A,N/A,N/A
839-732,P11229-P08172,5CXV-4MQS,DB00505,Identity:185/560(33.0%),N/A,N/A,N/A,N/A,N/A,N/A
839-774,P11229-P20309,5CXV-4U15,DB00505,Identity:318/841(37.8%),N/A,N/A,N/A,N/A,N/A,N/A
84-860,P23219-P35354,1Q4G-5F19,DB00316,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
842-783,P43702-P72524,5EIX-4Z2C,DB06771,Identity:585/2806(20.8%),N/A,N/A,N/A,N/A,N/A,N/A
844-380,P43702-P43700,5EIX-2Y3P,DB00467,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
846-382,P43702-P43700,5EIX-2Y3P,DB04576,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
846-667,P43702-P11388,5EIX-4FM9,DB04576,Identity:196/2854(6.9%),N/A,N/A,N/A,N/A,N/A,N/A
848-384,P43702-P43700,5EIX-2Y3P,DB00365,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
849-385,P43702-P43700,5EIX-2Y3P,DB01137,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
851-387,P43702-P43700,5EIX-2Y3P,DB00218,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
854-390,P43702-P43700,5EIX-2Y3P,DB00487,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
855-391,P43702-P43700,5EIX-2Y3P,DB01208,Identity:430/2837(15.2%),N/A,N/A,N/A,N/A,N/A,N/A
858-859,Q9H4B7-P07437,5EYP-5EYP,DB01394,N/A,N/A,N/A,N/A,N/A,N/A,N/A
858-907,Q9H4B7-Q9H4B7,5EYP-5H7O,DB01394,N/A,N/A,N/A,N/A,N/A,N/A,N/A
859-957,P07437-P07437,5EYP-5N5N,DB01394,N/A,N/A,N/A,N/A,N/A,N/A,N/A
861-85,P35354-P23219,5F19-1Q4G,DB00945,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
862-407,P35354-P37231,5F19-3DZY,DB01014,Identity:111/1397(7.9%),N/A,N/A,N/A,N/A,N/A,N/A
862-512,P35354-P09917,5F19-3V98,DB01014,Identity:213/1731(12.3%),N/A,N/A,N/A,N/A,N/A,N/A
862-86,P35354-P23219,5F19-1Q4G,DB01014,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
863-286,P35354-P78348,5F19-2QTS,DB00586,Identity:212/2913(7.3%),N/A,N/A,N/A,N/A,N/A,N/A
863-513,P35354-P09917,5F19-3V98,DB00586,Identity:213/1731(12.3%),N/A,N/A,N/A,N/A,N/A,N/A
863-7,P35354-P35499,5F19-1BYY,DB00586,Identity:40/1125(3.6%),N/A,N/A,N/A,N/A,N/A,N/A
863-83,P35354-P35354,5F19-1PXX,DB00586,N/A,N/A,N/A,N/A,N/A,N/A,N/A
863-87,P35354-P23219,5F19-1Q4G,DB00586,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
864-26,P35354-P35354,5F19-1FE2,DB00154,N/A,N/A,N/A,N/A,N/A,N/A,N/A
864-88,P35354-P23219,5F19-1Q4G,DB00154,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
865-743,P35354-P35354,5F19-4PH9,DB01050,N/A,N/A,N/A,N/A,N/A,N/A,N/A
865-89,P35354-P23219,5F19-1Q4G,DB01050,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
866-1081,P35354-O14842,5F19-5TZR,DB00159,Identity:22/1467(1.5%),N/A,N/A,N/A,N/A,N/A,N/A
866-408,P35354-P37231,5F19-3DZY,DB00159,Identity:111/1397(7.9%),N/A,N/A,N/A,N/A,N/A,N/A
866-435,P35354-P37231,5F19-3GWX,DB00159,N/A,N/A,N/A,N/A,N/A,N/A,N/A
869-740,P35354-P23219,5F19-4OTY,DB01283,N/A,N/A,N/A,N/A,N/A,N/A,N/A
87-286,P23219-P78348,1Q4G-2QTS,DB00586,Identity:199/2866(6.9%),N/A,N/A,N/A,N/A,N/A,N/A
87-675,P23219-O43526,1Q4G-4GOW,DB00586,Identity:35/1142(3.1%),N/A,N/A,N/A,N/A,N/A,N/A
87-7,P23219-P35499,1Q4G-1BYY,DB00586,Identity:1/1314(0.1%),N/A,N/A,N/A,N/A,N/A,N/A
87-943,P23219-O43525,1Q4G-5J03,DB00586,Identity:43/1166(3.7%),N/A,N/A,N/A,N/A,N/A,N/A
870-93,P35354-P23219,5F19-1Q4G,DB01397,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
871-514,P35354-P09917,5F19-3V98,DB00939,Identity:213/1731(12.3%),N/A,N/A,N/A,N/A,N/A,N/A
871-941,P35354-P23219,5F19-5IKQ,DB00939,N/A,N/A,N/A,N/A,N/A,N/A,N/A
872-515,P35354-P09917,5F19-3V98,DB00244,Identity:213/1731(12.3%),N/A,N/A,N/A,N/A,N/A,N/A
872-95,P35354-P23219,5F19-1Q4G,DB00244,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
873-464,P35354-P23219,5F19-3NT1,DB00788,N/A,N/A,N/A,N/A,N/A,N/A,N/A
875-97,P35354-P23219,5F19-1Q4G,DB00991,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
878-100,P35354-P23219,5F19-1Q4G,DB01399,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
879-410,P35354-P37231,5F19-3DZY,DB00795,Identity:111/1397(7.9%),N/A,N/A,N/A,N/A,N/A,N/A
879-516,P35354-P09917,5F19-3V98,DB00795,Identity:213/1731(12.3%),N/A,N/A,N/A,N/A,N/A,N/A
88-25,P23219-P23219,1Q4G-1FE2,DB00154,N/A,N/A,N/A,N/A,N/A,N/A,N/A
88-26,P23219-P35354,1Q4G-1FE2,DB00154,N/A,N/A,N/A,N/A,N/A,N/A,N/A
880-102,P35354-P23219,5F19-1Q4G,DB00870,Identity:702/1106(63.5%),N/A,N/A,N/A,N/A,N/A,N/A
882-877,P35354-P35354,5F1A-5F19,DB00936,N/A,N/A,N/A,N/A,N/A,N/A,N/A
882-99,P35354-P23219,5F1A-1Q4G,DB00936,N/A,N/A,N/A,N/A,N/A,N/A,N/A
883-11,O60939-P35498,5FEB-1BYY,DB00909,Identity:3/323(0.9%),N/A,N/A,N/A,N/A,N/A,N/A
883-12,O60939-Q9UI33,5FEB-1BYY,DB00909,Identity:3/323(0.9%),N/A,N/A,N/A,N/A,N/A,N/A
884-618,P00439-P29474,5FII-4D1P,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
884-72,P00439-P00439,5FII-1J8U,DB00360,N/A,N/A,N/A,N/A,N/A,N/A,N/A
887-319,Q13224-Q8TCU5,5FXH-2RC8,DB01520,N/A,N/A,N/A,N/A,N/A,N/A,N/A
889-424,P54289-Q13698,5GJV-3G43,DB01023,Identity:162/2797(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
89-22,P23219-P23219,1Q4G-1EQG,DB01050,N/A,N/A,N/A,N/A,N/A,N/A,N/A
890-228,P54289-Q01668,5GJV-2BE6,DB00270,Identity:106/2758(3.8%),N/A,N/A,N/A,N/A,N/A,N/A
891-197,Q02641-P54284,5GJV-1VYU,DB01388,Identity:269/2719(9.9%),N/A,N/A,N/A,N/A,N/A,N/A
891-426,Q02641-Q13698,5GJV-3G43,DB01388,Identity:162/2797(5.8%),N/A,N/A,N/A,N/A,N/A,N/A
891-620,Q02641-O60840,5GJV-4DEY,DB01388,Identity:241/2670(9.0%),N/A,N/A,N/A,N/A,N/A,N/A
892-230,P54289-Q01668,5GJV-2BE6,DB00622,Identity:106/2758(3.8%),N/A,N/A,N/A,N/A,N/A,N/A
893-231,P54289-Q01668,5GJV-2BE6,DB01115,Identity:106/2758(3.8%),N/A,N/A,N/A,N/A,N/A,N/A
